# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 relative abundance in experiment E-PROT-100
# Selected columns: 2 (all)
# Timestamp: Fri, 20-Dec-2024 11:49:19
Gene ID	Gene Name	normal tissue adjacent to tumor	tumor
ENSG00000147155	EBP	459.0	32187.0
ENSG00000147164	SNX12	73862.0	104528.0
ENSG00000147202	DIAPH2		2617.0
ENSG00000147224	PRPS1	32451.0	21797.0
ENSG00000147383	NSDHL		966.0
ENSG00000147403	RPL10	115003.0	101583.0
ENSG00000147416	ATP6V1B2	15430.0	27959.0
ENSG00000147419	CCDC25	34259.0	
ENSG00000147471	PLPBP	226659.0	68809.0
ENSG00000147475	ERLIN2	22847.0	63619.0
ENSG00000147592	LACTB2	4356.0	3990.0
ENSG00000147604	RPL7	100077.0	181004.0
ENSG00000147647	DPYS	1317546.0	65267.0
ENSG00000147649	MTDH	23275.0	6879.0
ENSG00000147677	EIF3H	13457.0	13170.0
ENSG00000147684	NDUFB9		12699.0
ENSG00000147687	TATDN1	12401.0	27220.0
ENSG00000147853	AK3	116985.0	183481.0
ENSG00000147872	PLIN2	10207.0	8275.0
ENSG00000148057	IDNK	17587.0	
ENSG00000148175	STOM	53828.0	68867.0
ENSG00000148180	GSN	155845.0	839757.0
ENSG00000148218	ALAD	482567.0	149434.0
ENSG00000148334	PTGES2		7177.0
ENSG00000148335	NTMT1	24139.0	5154.0
ENSG00000148346	LCN2	59173.0	192141.0
ENSG00000148362	PAXX	36551.0	31732.0
ENSG00000148396	SEC16A		160.0
ENSG00000148444	COMMD3		2257.0
ENSG00000148484	RSU1	31585.0	47136.0
ENSG00000148584	A1CF	61363.0	2877.0
ENSG00000148634	HERC4	449.0	4421.0
ENSG00000148671	ADIRF	92709.0	52120.0
ENSG00000148688	RPP30		2096.0
ENSG00000148700	ADD3	1663.0	30712.0
ENSG00000148702	HABP2	4845.0	70049.0
ENSG00000148803	FUOM	53708.0	
ENSG00000148834	GSTO1	3360069.0	637689.0
ENSG00000148935	GAS2	5458.0	
ENSG00000148943	LIN7C	7443.0	35675.0
ENSG00000148965	SAA4		281782.0
ENSG00000149084	HSD17B12	2332.0	18950.0
ENSG00000149089	APIP	2870.0	13203.0
ENSG00000149100	EIF3M	16688.0	17868.0
ENSG00000149115	TNKS1BP1	8433.0	1672.0
ENSG00000149124	GLYAT	123664.0	41523.0
ENSG00000149131	SERPING1	50042.0	264022.0
ENSG00000149136	SSRP1	1168.0	43401.0
ENSG00000149182	ARFGAP2	8845.0	7259.0
ENSG00000149187	CELF1	12483.0	6391.0
ENSG00000149218	ENDOD1		4738.0
ENSG00000149257	SERPINH1	2599.0	55400.0
ENSG00000149260	CAPN5		2602.0
ENSG00000149269	PAK1		8895.0
ENSG00000149273	RPS3	695701.0	1034830.0
ENSG00000149311	ATM		499.0
ENSG00000149313	AASDHPPT	64321.0	16400.0
ENSG00000149418	ST14		12019.0
ENSG00000149476	TKFC	1344075.0	144670.0
ENSG00000149480	MTA2		21003.0
ENSG00000149532	CPSF7	5530.0	6694.0
ENSG00000149591	TAGLN	453758.0	2116206.0
ENSG00000149781	FERMT3	9864.0	63999.0
ENSG00000149782	PLCB3	828.0	8567.0
ENSG00000149792	MRPL49		21949.0
ENSG00000149923	PPP4C		10921.0
ENSG00000149925	ALDOA	212271.0	2039704.0
ENSG00000150093	ITGB1	5109.0	25554.0
ENSG00000150540	HNMT	192462.0	51486.0
ENSG00000150593	PDCD4		32307.0
ENSG00000150656	CNDP1		1044.0
ENSG00000150687	PRSS23		293.0
ENSG00000150753	CCT5	105787.0	219682.0
ENSG00000150768	DLAT	3527.0	30909.0
ENSG00000150779	TIMM8B		17112.0
ENSG00000150782	IL18	3821.0	17795.0
ENSG00000150961	SEC24D	2600.0	
ENSG00000151150	ANK3		2094.0
ENSG00000151224	MAT1A	1799124.0	259994.0
ENSG00000151239	TWF1	59924.0	75810.0
ENSG00000151247	EIF4E	71791.0	149178.0
ENSG00000151461	UPF2	522.0	722.0
ENSG00000151491	EPS8	1094.0	43111.0
ENSG00000151500	THYN1	25197.0	18061.0
ENSG00000151502	VPS26B	18189.0	
ENSG00000151552	QDPR	1872040.0	363450.0
ENSG00000151632	AKR1C2	67438.0	14299.0
ENSG00000151655	ITIH2	111965.0	177604.0
ENSG00000151689	INPP1	13724.0	8311.0
ENSG00000151693	ASAP2	13134.0	1710.0
ENSG00000151726	ACSL1	496194.0	71621.0
ENSG00000151779	NBAS	48237.0	
ENSG00000151835	SACS		571.0
ENSG00000151923	TIAL1	15900.0	29691.0
ENSG00000151929	BAG3	1532.0	2790.0
ENSG00000152234	ATP5F1A	273618.0	424945.0
ENSG00000152291	TGOLN2		24517.0
ENSG00000152556	PFKM		12877.0
ENSG00000152620	NADK2	119290.0	28594.0
ENSG00000152642	GPD1L		14396.0
ENSG00000152767	FARP1	3540.0	150.0
ENSG00000152795	HNRNPDL	10613.0	49148.0
ENSG00000152904	GGPS1		11791.0
ENSG00000152952	PLOD2		3744.0
ENSG00000153037	SRP19		14382.0
ENSG00000153048	CARHSP1	332106.0	93182.0
ENSG00000153071	DAB2	1481.0	10019.0
ENSG00000153086	ACMSD	36930.0	
ENSG00000153113	CAST	27174.0	26121.0
ENSG00000153147	SMARCA5		3627.0
ENSG00000153187	HNRNPU	51197.0	190199.0
ENSG00000153201	RANBP2		448.0
ENSG00000153310	CYRIB	16930.0	56660.0
ENSG00000153574	RPIA		19193.0
ENSG00000153774	CFDP1		8170.0
ENSG00000153827	TRIP12	2311.0	
ENSG00000153904	DDAH1	792284.0	295021.0
ENSG00000153944	MSI2		5696.0
ENSG00000154001	PPP2R5E		3660.0
ENSG00000154059	IMPACT	687.0	2760.0
ENSG00000154174	TOMM70	957.0	15076.0
ENSG00000154229	PRKCA	1324.0	34002.0
ENSG00000154262	ABCA6	254.0	8773.0
ENSG00000154277	UCHL1		27566.0
ENSG00000154305	MIA3	472.0	540.0
ENSG00000154330	PGM5	1879.0	
ENSG00000154380	ENAH	1446.0	5671.0
ENSG00000154473	BUB3	18801.0	139880.0
ENSG00000154553	PDLIM3		5719.0
ENSG00000154556	SORBS2	32497.0	3301.0
ENSG00000154582	ELOC	106560.0	171744.0
ENSG00000154639	CXADR		1813.0
ENSG00000154719	MRPL39		4661.0
ENSG00000154723	ATP5PF	94799.0	44830.0
ENSG00000154930	ACSS1		11551.0
ENSG00000155097	ATP6V1C1	9073.0	5620.0
ENSG00000155100	OTUD6B	205.0	
ENSG00000155229	MMS19		246.0
ENSG00000155363	MOV10	1957.0	
ENSG00000155366	RHOC	58326.0	59428.0
ENSG00000155368	DBI	1657910.0	300135.0
ENSG00000155438	NIFK		4655.0
ENSG00000155506	LARP1	135.0	1355.0
ENSG00000155561	NUP205		514.0
ENSG00000155629	PIK3AP1	988.0	
ENSG00000155657	TTN	34.0	301.0
ENSG00000155660	PDIA4	485174.0	604979.0
ENSG00000155849	ELMO1	2690.0	
ENSG00000155959	VBP1	35462.0	133732.0
ENSG00000156006	NAT2	21989.0	94470.0
ENSG00000156052	GNAQ		6071.0
ENSG00000156096	UGT2B4	20975.0	
ENSG00000156110	ADK	121639.0	58181.0
ENSG00000156136	DCK		2743.0
ENSG00000156261	CCT8	351814.0	606908.0
ENSG00000156453	PCDH1	2359.0	1239.0
ENSG00000156467	UQCRB	27799.0	167101.0
ENSG00000156482	RPL30	677366.0	1337604.0
ENSG00000156508	EEF1A1	5075640.0	4337939.0
ENSG00000156515	HK1		27454.0
ENSG00000156531	PHF6		2561.0
ENSG00000156709	AIFM1	84748.0	65792.0
ENSG00000156711	MAPK13		20006.0
ENSG00000156873	PHKG2	7546.0	
ENSG00000156958	GALK2	11246.0	5246.0
ENSG00000156976	EIF4A2	31901.0	34316.0
ENSG00000157020	SEC13	95032.0	79054.0
ENSG00000157131	C8A	77680.0	341643.0
ENSG00000157184	CPT2	1660.0	3501.0
ENSG00000157191	NECAP2	11319.0	14663.0
ENSG00000157353	FCSK	3014.0	4692.0
ENSG00000157399	ARSL	1107.0	
ENSG00000157500	APPL1	6540.0	5611.0
ENSG00000157601	MX1		606.0
ENSG00000157654	PALM2AKAP2	6731.0	1810.0
ENSG00000157778	PSMG3		12073.0
ENSG00000157851	DPYSL5	6310.0	
ENSG00000158092	NCK1	250.0	
ENSG00000158104	HPD	2364015.0	134175.0
ENSG00000158125	XDH	107936.0	4675.0
ENSG00000158195	WASF2		6167.0
ENSG00000158290	CUL4B		2057.0
ENSG00000158417	EIF5B	2481.0	11438.0
ENSG00000158517	NCF1		5620.0
ENSG00000158571	PFKFB1	5577.0	
ENSG00000158604	TMED4		9470.0
ENSG00000158623	COPG2	113.0	8805.0
ENSG00000158710	TAGLN2	207558.0	1678330.0
ENSG00000158716	DUSP23	6829.0	16772.0
ENSG00000158769	F11R		34512.0
ENSG00000158793	NIT1	121282.0	37298.0
ENSG00000158825	CDA	112791.0	31634.0
ENSG00000158864	NDUFS2		89.0
ENSG00000158874	APOA2	1021292.0	2263559.0
ENSG00000158941	CCAR2		3247.0
ENSG00000159023	EPB41	5847.0	5050.0
ENSG00000159166	LAD1	5349.0	3507.0
ENSG00000159176	CSRP1	33042.0	146341.0
ENSG00000159189	C1QC	60976.0	104607.0
ENSG00000159210	SNF8		8291.0
ENSG00000159228	CBR1	2096870.0	429631.0
ENSG00000159231	CBR3	11665.0	11570.0
ENSG00000159256	MORC3		2385.0
ENSG00000159335	PTMS	5589105.0	510800.0
ENSG00000159352	PSMD4	66096.0	38427.0
ENSG00000159377	PSMB4	533753.0	263526.0
ENSG00000159399	HK2		26611.0
ENSG00000159423	ALDH4A1	223658.0	45896.0
ENSG00000159593	NAE1	6723.0	16251.0
ENSG00000159640	ACE		1837.0
ENSG00000159650	UROC1	351798.0	6445.0
ENSG00000159692	CTBP1	8238.0	19773.0
ENSG00000159713	TPPP3		31933.0
ENSG00000159921	GNE	11158.0	
ENSG00000160049	DFFA	16634.0	6674.0
ENSG00000160124	MIX23	3934.0	26154.0
ENSG00000160180	TFF3		77684.0
ENSG00000160182	TFF1		57071.0
ENSG00000160209	PDXK	43039.0	39818.0
ENSG00000160211	G6PD	3857.0	76725.0
ENSG00000160213	CSTB	587455.0	1029178.0
ENSG00000160221	GATD3A	28782.0	32458.0
ENSG00000160255	ITGB2		4182.0
ENSG00000160293	VAV2	841.0	
ENSG00000160679	CHTOP		2866.0
ENSG00000160710	ADAR	1009.0	8271.0
ENSG00000160752	FDPS	724397.0	279224.0
ENSG00000160789	LMNA	8270.0	338008.0
ENSG00000160862	AZGP1	221285.0	667280.0
ENSG00000160883	HK3	2417.0	5818.0
ENSG00000161016	RPL8	168479.0	288149.0
ENSG00000161031	PGLYRP2	18317.0	82466.0
ENSG00000161057	PSMC2	83023.0	78249.0
ENSG00000161203	AP2M1	13998.0	18205.0
ENSG00000161204	ABCF3		908.0
ENSG00000161217	PCYT1A		4237.0
ENSG00000161513	FDXR	2077.0	2427.0
ENSG00000161533	ACOX1	26510.0	16134.0
ENSG00000161542	PRPSAP1	24161.0	23948.0
ENSG00000161547	SRSF2	423516.0	391845.0
ENSG00000161618	ALDH16A1	3662.0	18537.0
ENSG00000161634	DCD	826673.0	860608.0
ENSG00000161800	RACGAP1		433.0
ENSG00000161847	RAVER1		5393.0
ENSG00000161904	LEMD2		2258.0
ENSG00000161960	EIF4A1	445719.0	472644.0
ENSG00000161970	RPL26	238931.0	419901.0
ENSG00000162065	TBC1D24	8766.0	7695.0
ENSG00000162129	CLPB		1648.0
ENSG00000162191	UBXN1	60854.0	145898.0
ENSG00000162231	NXF1	25462.0	14360.0
ENSG00000162267	ITIH3	3727.0	14457.0
ENSG00000162368	CMPK1	960439.0	258648.0
ENSG00000162384	CZIB	86237.0	62894.0
ENSG00000162385	MAGOH	5577.0	20250.0
ENSG00000162433	AK4	10545.0	6570.0
ENSG00000162441	LZIC	25570.0	22510.0
ENSG00000162458	FBLIM1		4285.0
ENSG00000162482	AKR7A3	1093367.0	148201.0
ENSG00000162521	RBBP4	15080.0	102692.0
ENSG00000162613	FUBP1	105552.0	145403.0
ENSG00000162616	DNAJB4		17596.0
ENSG00000162645	GBP2		2891.0
ENSG00000162688	AGL	159356.0	15724.0
ENSG00000162704	ARPC5	121138.0	245335.0
ENSG00000162734	PEA15		25668.0
ENSG00000162735	PEX19	19372.0	9215.0
ENSG00000162813	BPNT1	97194.0	38735.0
ENSG00000162819	BROX	11173.0	53607.0
ENSG00000162882	HAAO	1527664.0	77776.0
ENSG00000162889	MAPKAPK2		1997.0
ENSG00000162896	PIGR		24754.0
ENSG00000162909	CAPN2	3708.0	36098.0
ENSG00000162959	MEMO1	29933.0	15911.0
ENSG00000163032	VSNL1	23773.0	2001.0
ENSG00000163092	XIRP2	1988.0	8173.0
ENSG00000163110	PDLIM5	146932.0	52941.0
ENSG00000163131	CTSS	49047.0	191194.0
ENSG00000163166	IWS1	2509.0	911.0
ENSG00000163191	S100A11	132533.0	2236870.0
ENSG00000163220	S100A9	127011.0	499836.0
ENSG00000163344	PMVK	70892.0	30270.0
ENSG00000163359	COL6A3	1314.0	5952.0
ENSG00000163382	NAXE	150291.0	74613.0
ENSG00000163399	ATP1A1	13963.0	242055.0
ENSG00000163431	LMOD1	102.0	
ENSG00000163453	IGFBP7		27959.0
ENSG00000163466	ARPC2	73361.0	218065.0
ENSG00000163468	CCT3	109674.0	343865.0
ENSG00000163520	FBLN2		2737.0
ENSG00000163527	STT3B	497.0	6130.0
ENSG00000163539	CLASP2	14405.0	315434.0
ENSG00000163541	SUCLG1	55389.0	145767.0
ENSG00000163554	SPTA1	2063.0	2426.0
ENSG00000163558	PRKCI		1647.0
ENSG00000163563	MNDA	9247.0	45323.0
ENSG00000163565	IFI16		1777.0
ENSG00000163581	SLC2A2	67444.0	4704.0
ENSG00000163586	FABP1	6.2079895E7	1.1027962E7
ENSG00000163636	PSMD6	22215.0	37415.0
ENSG00000163655	GMPS	4736.0	25509.0
ENSG00000163682	RPL9	190933.0	311275.0
ENSG00000163694	RBM47	1441.0	7791.0
ENSG00000163736	PPBP	47128.0	
ENSG00000163754	GYG1		62647.0
ENSG00000163815	CLEC3B	73228.0	493121.0
ENSG00000163818	LZTFL1	16506.0	24702.0
ENSG00000163882	POLR2H	55218.0	50013.0
ENSG00000163902	RPN1	41617.0	103961.0
ENSG00000163931	TKT	670466.0	855815.0
ENSG00000163932	PRKCD		1314.0
ENSG00000163938	GNL3		3355.0
ENSG00000163939	PBRM1		2998.0
ENSG00000163956	LRPAP1	694.0	1488.0
ENSG00000163993	S100P		1457597.0
ENSG00000164022	AIMP1	32905.0	21109.0
ENSG00000164024	METAP1		3107.0
ENSG00000164039	BDH2	782940.0	157506.0
ENSG00000164040	PGRMC2	62773.0	15589.0
ENSG00000164047	CAMP	14346.0	28122.0
ENSG00000164062	APEH	401469.0	144351.0
ENSG00000164070	HSPA4L	208.0	
ENSG00000164081	TEX264		897.0
ENSG00000164091	WDR82		4292.0
ENSG00000164104	HMGB2	144728.0	997695.0
ENSG00000164111	ANXA5	2137671.0	2625768.0
ENSG00000164120	HPGD	437643.0	13749.0
ENSG00000164134	NAA15		7149.0
ENSG00000164144	ARFIP1	10715.0	27542.0
ENSG00000164163	ABCE1	8906.0	41882.0
ENSG00000164167	LSM6	28741.0	106004.0
ENSG00000164171	ITGA2	2365.0	57863.0
ENSG00000164182	NDUFAF2		8410.0
ENSG00000164190	NIPBL		287.0
ENSG00000164219	PGGT1B	1248.0	5702.0
ENSG00000164237	CMBL	1051116.0	76027.0
ENSG00000164305	CASP3		31826.0
ENSG00000164307	ERAP1	1664.0	17480.0
ENSG00000164332	UBLCP1		5545.0
ENSG00000164344	KLKB1	10576.0	34301.0
ENSG00000164402	SEPTIN8		12214.0
ENSG00000164405	UQCRQ		22556.0
ENSG00000164466	SFXN1	5752.0	23456.0
ENSG00000164506	STXBP5	2510.0	147495.0
ENSG00000164587	RPS14	823325.0	1042072.0
ENSG00000164687	FABP5	83555.0	1112989.0
ENSG00000164692	COL1A2		20244.0
ENSG00000164694	FNDC1	17487.0	39541.0
ENSG00000164754	RAD21	535.0	3056.0
ENSG00000164830	OXR1	2865.0	1666.0
ENSG00000164904	ALDH7A1	594629.0	89526.0
ENSG00000164916	FOXK1		1783.0
ENSG00000164919	COX6C	5601.0	137990.0
ENSG00000164924	YWHAZ	793346.0	2605294.0
ENSG00000164932	CTHRC1		89812.0
ENSG00000164944	VIRMA		258.0
ENSG00000164978	NUDT2	31861.0	12380.0
ENSG00000165025	SYK	265.0	7288.0
ENSG00000165092	ALDH1A1	5153985.0	1068360.0
ENSG00000165118	C9orf64	22991.0	6269.0
ENSG00000165119	HNRNPK	392613.0	723485.0
ENSG00000165140	FBP1	1.4055615E7	1552669.0
ENSG00000165209	STRBP		1104.0
ENSG00000165219	GAPVD1		671.0
ENSG00000165238	WNK2		287.0
ENSG00000165280	VCP	474209.0	577687.0
ENSG00000165283	STOML2	5022.0	36703.0
ENSG00000165410	CFL2	537862.0	39611.0
ENSG00000165416	SUGT1	35672.0	111984.0
ENSG00000165471	MBL2	33686.0	
ENSG00000165475	CRYL1	600918.0	256199.0
ENSG00000165527	ARF6	68160.0	164363.0
ENSG00000165609	NUDT5	1200971.0	302222.0
ENSG00000165629	ATP5F1C		56313.0
ENSG00000165637	VDAC2	13286.0	166378.0
ENSG00000165672	PRDX3	116819.0	100463.0
ENSG00000165678	GHITM		2472.0
ENSG00000165688	PMPCA		4094.0
ENSG00000165704	HPRT1	156496.0	145888.0
ENSG00000165732	DDX21		35501.0
ENSG00000165795	NDRG2	322343.0	50572.0
ENSG00000165806	CASP7	4326.0	
ENSG00000165912	PACSIN3	17868.0	
ENSG00000165916	PSMC3	46628.0	55798.0
ENSG00000165934	CPSF2		1268.0
ENSG00000165983	PTER	53841.0	25838.0
ENSG00000166035	LIPC	6610.0	
ENSG00000166135	HIF1AN		2566.0
ENSG00000166145	SPINT1		16002.0
ENSG00000166147	FBN1		105.0
ENSG00000166165	CKB	55947.0	2117282.0
ENSG00000166166	TRMT61A		1955.0
ENSG00000166181	API5	15955.0	28244.0
ENSG00000166183	ASPG	20992.0	
ENSG00000166197	NOLC1		2772.0
ENSG00000166200	COPS2	879.0	9147.0
ENSG00000166226	CCT2	111812.0	243270.0
ENSG00000166228	PCBD1	360322.0	55079.0
ENSG00000166266	CUL5	641.0	1735.0
ENSG00000166333	ILK	5396.0	12518.0
ENSG00000166340	TPP1	21726.0	28800.0
ENSG00000166347	CYB5A	1601982.0	183246.0
ENSG00000166411	IDH3A		61539.0
ENSG00000166441	RPL27A	134558.0	394706.0
ENSG00000166503	HDGFL3	2535.0	11378.0
ENSG00000166582	CENPV		3007.0
ENSG00000166595	CIAO2B	6084.0	
ENSG00000166598	HSP90B1	349542.0	423756.0
ENSG00000166634	SERPINB12	3203.0	1139.0
ENSG00000166741	NNMT	275029.0	111493.0
ENSG00000166747	AP1G1		6815.0
ENSG00000166794	PPIB	586634.0	973366.0
ENSG00000166797	CIAO2A	99692.0	
ENSG00000166819	PLIN1	4240.0	
ENSG00000166825	ANPEP	1342.0	2536.0
ENSG00000166840	GLYATL1	14987.0	
ENSG00000166900	STX3		10038.0
ENSG00000166913	YWHAB	371254.0	589523.0
ENSG00000166920	C15orf48		38826.0
ENSG00000166974	MAPRE2	9110.0	8774.0
ENSG00000166986	MARS1	2947.0	14943.0
ENSG00000167004	PDIA3	905925.0	906121.0
ENSG00000167005	NUDT21		44321.0
ENSG00000167085	PHB	6669.0	163821.0
ENSG00000167088	SNRPD1	30549.0	91370.0
ENSG00000167107	ACSF2	5939.0	
ENSG00000167110	GOLGA2		176.0
ENSG00000167165	UGT1A6	8845.0	4623.0
ENSG00000167193	CRK	101896.0	63030.0
ENSG00000167220	HDHD2	22706.0	
ENSG00000167244	IGF2	11286.0	75607.0
ENSG00000167283	ATP5MG		31267.0
ENSG00000167306	MYO5B		157.0
ENSG00000167315	ACAA2	294315.0	181728.0
ENSG00000167363	FN3K	74449.0	15485.0
ENSG00000167378	IRGQ	39897.0	7736.0
ENSG00000167460	TPM4	979104.0	2446052.0
ENSG00000167461	RAB8A	15192.0	22547.0
ENSG00000167468	GPX4	213001.0	94001.0
ENSG00000167491	GATAD2A		1293.0
ENSG00000167508	MVD	175604.0	50440.0
ENSG00000167526	RPL13	538556.0	848431.0
ENSG00000167553	TUBA1C		7275.0
ENSG00000167588	GPD1	563087.0	38795.0
ENSG00000167600	CYP2S1		5055.0
ENSG00000167658	EEF2	626071.0	876708.0
ENSG00000167671	UBXN6	4300.0	2874.0
ENSG00000167674	HDGFL2		2460.0
ENSG00000167676	PLIN4	819.0	
ENSG00000167699	GLOD4	582778.0	286969.0
ENSG00000167701	GPT	1526291.0	119979.0
ENSG00000167770	OTUB1	43478.0	132876.0
ENSG00000167792	NDUFV1		8239.0
ENSG00000167815	PRDX2	5161304.0	2663350.0
ENSG00000167863	ATP5PD	11350.0	73825.0
ENSG00000167881	SRP68		5137.0
ENSG00000167925	GHDC		581.0
ENSG00000167969	ECI1	127614.0	105136.0
ENSG00000167978	SRRM2		21676.0
ENSG00000167986	DDB1	79296.0	64512.0
ENSG00000167996	FTH1	604727.0	757580.0
ENSG00000168003	SLC3A2		4359.0
ENSG00000168028	RPSA	771725.0	700230.0
ENSG00000168036	CTNNB1	2416.0	51928.0
ENSG00000168040	FADD		9461.0
ENSG00000168066	SF1	4048.0	
ENSG00000168090	COPS6		15483.0
ENSG00000168092	PAFAH1B2	45623.0	112757.0
ENSG00000168118	RAB4A	1743.0	2872.0
ENSG00000168237	GLYCTK	10787.0	
ENSG00000168259	DNAJC7	129.0	
ENSG00000168264	IRF2BP2		8447.0
ENSG00000168275	COA6	18534.0	3663.0
ENSG00000168291	PDHB	23055.0	80454.0
ENSG00000168298	H1-4	1048872.0	2261374.0
ENSG00000168306	ACOX2	43251.0	2236.0
ENSG00000168374	ARF4		55527.0
ENSG00000168385	SEPTIN2	66547.0	176348.0
ENSG00000168393	DTYMK		7483.0
ENSG00000168439	STIP1	142031.0	303593.0
ENSG00000168496	FEN1		32917.0
ENSG00000168522	FNTA	5780.0	10644.0
ENSG00000168542	COL3A1		3466.0
ENSG00000168610	STAT3	4582.0	4388.0
ENSG00000168653	NDUFS5	627.0	1700.0
ENSG00000168710	AHCYL1	25548.0	7141.0
ENSG00000168827	GFM1		8229.0
ENSG00000168883	USP39		15720.0
ENSG00000168906	MAT2A	95256.0	113120.0
ENSG00000168924	LETM1		5158.0
ENSG00000169020	ATP5ME	97722.0	59810.0
ENSG00000169021	UQCRFS1	26605.0	127352.0
ENSG00000169032	MAP2K1	8822.0	276351.0
ENSG00000169057	MECP2	6148.0	
ENSG00000169067	ACTBL2	23919.0	20728.0
ENSG00000169093	ASMTL	22953.0	10843.0
ENSG00000169100	SLC25A6		55279.0
ENSG00000169139	UBE2V2	110044.0	56802.0
ENSG00000169223	LMAN2	14443.0	11001.0
ENSG00000169251	NMD3	312.0	500.0
ENSG00000169288	MRPL1		15556.0
ENSG00000169299	PGM2	58893.0	92675.0
ENSG00000169385	RNASE2	553168.0	201685.0
ENSG00000169397	RNASE3	133344.0	136335.0
ENSG00000169504	CLIC4	33071.0	49490.0
ENSG00000169564	PCBP1	582013.0	527807.0
ENSG00000169567	HINT1	1711849.0	689007.0
ENSG00000169599	NFU1		8421.0
ENSG00000169696	ASPSCR1	8611.0	2993.0
ENSG00000169710	FASN	312906.0	69065.0
ENSG00000169714	CNBP	5432.0	14293.0
ENSG00000169715	MT1E	15368.0	
ENSG00000169727	GPS1	3416.0	3343.0
ENSG00000169738	DCXR	1.32245E7	1040385.0
ENSG00000169764	UGP2	2091033.0	381381.0
ENSG00000169813	HNRNPF	161496.0	317146.0
ENSG00000169814	BTD		8812.0
ENSG00000169895	SYAP1	16441.0	6394.0
ENSG00000169896	ITGAM		8753.0
ENSG00000169919	GUSB	7802.0	28699.0
ENSG00000169976	SF3B5	404.0	49402.0
ENSG00000170017	ALCAM		1945.0
ENSG00000170027	YWHAG	792950.0	462703.0
ENSG00000170144	HNRNPA3	136277.0	571913.0
ENSG00000170231	FABP6		38181.0
ENSG00000170242	USP47	3065.0	1209.0
ENSG00000170248	PDCD6IP	66193.0	161906.0
ENSG00000170266	GLB1	4534.0	8573.0
ENSG00000170312	CDK1	7133.0	5479.0
ENSG00000170323	FABP4	100445.0	
ENSG00000170348	TMED10	17228.0	43043.0
ENSG00000170412	GPRC5C		3597.0
ENSG00000170430	MGMT	31631.0	11009.0
ENSG00000170439	METTL7B	29444.0	2259.0
ENSG00000170445	HARS1	70508.0	61107.0
ENSG00000170458	CD14	1373.0	14511.0
ENSG00000170473	PYM1	93003.0	42173.0
ENSG00000170476	MZB1		14393.0
ENSG00000170502	NUDT9	37814.0	
ENSG00000170509	HSD17B13	170831.0	
ENSG00000170515	PA2G4	212006.0	493252.0
ENSG00000170542	SERPINB9	31009.0	75128.0
ENSG00000170584	NUDCD2	81011.0	30957.0
ENSG00000170606	HSPA4	80943.0	171634.0
ENSG00000170634	ACYP2	151234.0	
ENSG00000170759	KIF5B	8968.0	69423.0
ENSG00000170860	LSM3	344371.0	546484.0
ENSG00000171100	MTM1	897.0	
ENSG00000171174	RBKS	117540.0	3069.0
ENSG00000171234	UGT2B7	41687.0	468.0
ENSG00000171236	LRG1	46072.0	103923.0
ENSG00000171262	FAM98B	9727.0	22661.0
ENSG00000171298	GAA	40926.0	23090.0
ENSG00000171302	CANT1		1018.0
ENSG00000171314	PGAM1	777062.0	654747.0
ENSG00000171453	POLR1C		14890.0
ENSG00000171476	HOPX		18013.0
ENSG00000171490	RSL1D1		7993.0
ENSG00000171497	PPID	13546.0	5338.0
ENSG00000171503	ETFDH	5990.0	2116.0
ENSG00000171530	TBCA	2517163.0	614851.0
ENSG00000171557	FGG	325826.0	1571740.0
ENSG00000171560	FGA	309350.0	784675.0
ENSG00000171564	FGB	370265.0	1206937.0
ENSG00000171566	PLRG1		2842.0
ENSG00000171603	CLSTN1		2799.0
ENSG00000171723	GPHN	20722.0	11387.0
ENSG00000171759	PAH	284082.0	9092.0
ENSG00000171766	GATM	390088.0	68947.0
ENSG00000171793	CTPS1	1563.0	3830.0
ENSG00000171824	EXOSC10		134.0
ENSG00000171858	RPS21	175495.0	176509.0
ENSG00000171863	RPS7	124227.0	161093.0
ENSG00000171953	ATPAF2		2810.0
ENSG00000171960	PPIH		38969.0
ENSG00000172009	THOP1	13431.0	8289.0
ENSG00000172053	QARS1	24270.0	58593.0
ENSG00000172115	CYCS	29049.0	246935.0
ENSG00000172164	SNTB1	17088.0	4323.0
ENSG00000172172	MRPL13		591488.0
ENSG00000172239	PAIP1	5726.0	7850.0
ENSG00000172270	BSG		43159.0
ENSG00000172315	TP53RK	6165.0	18822.0
ENSG00000172331	BPGM	13612.0	20025.0
ENSG00000172336	POP7		13752.0
ENSG00000172340	SUCLG2	54368.0	100722.0
ENSG00000172345	STARD5	23401.0	1686.0
ENSG00000172349	IL16	1645.0	
ENSG00000172354	GNB2	32396.0	117048.0
ENSG00000172380	GNG12	7401.0	37201.0
ENSG00000172425	TTC36	577417.0	11261.0
ENSG00000172456	FGGY	38240.0	
ENSG00000172482	AGXT	762580.0	68289.0
ENSG00000172497	ACOT12	19569.0	
ENSG00000172531	PPP1CA	42856.0	122925.0
ENSG00000172534	HCFC1	1572.0	6527.0
ENSG00000172725	CORO1B	54863.0	123861.0
ENSG00000172757	CFL1	4993635.0	8465877.0
ENSG00000172766	NAA16		571.0
ENSG00000172809	RPL38	27573.0	147595.0
ENSG00000172830	SSH3		597.0
ENSG00000172831	CES2	228199.0	43231.0
ENSG00000172922	RNASEH2C		8313.0
